method,path,endpoint_name,module_source_file,auto_classification,dependency_names,guard_status,required_action,verification_level
POST,/v1/rag/query,query,app.engines.rag.router,TENANT_USER_MUTATION,query|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- closed by Slice 2F-35: require_mutation_access_scope guard (mixed persona preserved) + service-layer server-derived tenant scoping (RAGService._require_trusted_tenant / _get_kb_trusted),RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; knowledge-base lookup now scoped by KnowledgeBase.tenant_id == actor_tenant_id; foreign/missing -> identical NotFoundException (no oracle)
POST,/v1/media/upload,upload_media,app.engines.media.new_router,TENANT_USER_MUTATION,upload_media|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- closed by Slice 2F-31A (N01 residual),"RUNTIME_VERIFIED + service evidence (Slice 2F-31A): require_mutation_access_scope (scope-only, same admitted roles as before) + MediaAssetService pre-existing ownership chain unchanged"
POST,/v1/media/{media_id}/replace,replace_media,app.engines.media.new_router,TENANT_USER_MUTATION,replace_media|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- closed by Slice 2F-31A (N01 residual),"RUNTIME_VERIFIED + service evidence (Slice 2F-31A): require_mutation_access_scope (scope-only, same admitted roles as before) + MediaAssetService pre-existing ownership chain unchanged"
POST,/v1/me/profile-photo,upload_my_profile_photo,app.engines.media.new_router,TENANT_USER_MUTATION,upload_my_profile_photo|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,FULLY_PROTECTED,none -- closed by Slice 2F-31 (N01): self-scoped to the authenticated principal's own user; no tenant authority,RUNTIME_VERIFIED + service evidence (Slice 2F-31): set_user_profile_photo acts on actor.user_id only; no client-supplied subject
PUT,/v1/me/profile,update_my_profile,app.engines.profile.router,TENANT_USER_MUTATION,update_my_profile|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
GET,/v1/commerce/tenants/{tenant_id}/deposit,get_deposit,app.engines.platform_commerce.router,TENANT_USER_MUTATION,get_deposit|require_tenant_billing_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission (Slice 2F-37),SLICE_2F37_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f37/frozen-scope-verification.md)
POST,/v1/commerce/tenants/{tenant_id}/deposit/initiate,initiate_deposit,app.engines.platform_commerce.router,TENANT_USER_MUTATION,initiate_deposit|require_tenant_billing_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission (Slice 2F-37),SLICE_2F37_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f37/frozen-scope-verification.md)
GET,/v1/commerce/tenants/{tenant_id}/deposit/transactions,get_deposit_transactions,app.engines.platform_commerce.router,TENANT_USER_MUTATION,get_deposit_transactions|require_tenant_billing_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission (Slice 2F-37),SLICE_2F37_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f37/frozen-scope-verification.md)
POST,/v1/enterprise/saved-views,create_saved_view,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,create_saved_view|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
PUT,/v1/enterprise/saved-views/{view_id},update_saved_view,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,update_saved_view|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
DELETE,/v1/enterprise/saved-views/{view_id},delete_saved_view,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,delete_saved_view|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
POST,/v1/enterprise/saved-views/{view_id}/set-default,set_default_view,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,set_default_view|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
PUT,/v1/enterprise/column-preferences,save_column_preferences,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,save_column_preferences|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
POST,/v1/enterprise/exports,create_export,app.engines.enterprise_grid.router,TENANT_USER_MUTATION,create_export|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope (Slice 2F-36),SLICE_2F36_VERIFIED (live route/guard introspection -- see phase-02a-slice-02f36/frozen-scope-verification.md)
DELETE,/v1/webhooks/endpoints/{endpoint_id},delete_endpoint,app.engines.webhook.router,TENANT_USER_MUTATION,delete_endpoint|require_tenant_update|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-35: require_tenant_mutation_permission(TENANT_UPDATE) access-scope guard + service-layer server-derived tenant scoping (WebhookService._require_trusted_tenant),RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; client-supplied tenant_id now verified against server-derived actor tenant before the query; foreign/missing -> identical NotFoundException (no oracle)
DELETE,/v1/geo/zones/{zone_id},delete_zone,app.engines.geo.router,TENANT_USER_MUTATION,delete_zone|require_tenant_update|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-33: require_tenant_mutation_permission(TENANT_UPDATE) access-scope guard + service-layer server-derived tenant scoping (GeoService._require_trusted_tenant),RUNTIME_VERIFIED + service evidence (Slice 2F-33): access_scope_gated=True; tenant server-derived (never client-supplied on this route); scoped by ServiceZone.id AND ServiceZone.tenant_id; foreign/missing -> identical NotFoundException (no oracle)
POST,/v1/media/upload/initiate,initiate_upload,app.engines.media.router,TENANT_USER_MUTATION,initiate_upload|get_current_user|_svc|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- closed by Slice 2F-31A (N01 residual),RUNTIME_VERIFIED + service evidence (Slice 2F-31A): MediaService now requires actor_tenant_id/actor_role trusted context; client-asserted tenant compared to principal; foreign target -> non-oracular failure
POST,/v1/media/upload/{session_id}/confirm,confirm_upload,app.engines.media.router,TENANT_USER_MUTATION,confirm_upload|get_current_user|_svc|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- closed by Slice 2F-31A (N01 residual),RUNTIME_VERIFIED + service evidence (Slice 2F-31A): MediaService now requires actor_tenant_id/actor_role trusted context; client-asserted tenant compared to principal; foreign target -> non-oracular failure
DELETE,/v1/media/tenants/{tenant_id}/files/{file_id},delete_file,app.engines.media.router,TENANT_USER_MUTATION,delete_file|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-31A (N01 residual),RUNTIME_VERIFIED + service evidence (Slice 2F-31A): MediaService now requires actor_tenant_id/actor_role trusted context; client-asserted tenant compared to principal; foreign target -> non-oracular failure
POST,/v1/geo/tenants/{tenant_id}/zones,create_zone,app.engines.geo.router,TENANT_USER_MUTATION,create_zone|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-33: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (row 28); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-33): access_scope_gated=True; tenant_id path value verified against actor tenant via GeoService._require_trusted_tenant before the zone is created; cross-tenant creation now denied
POST,/v1/geo/tenants/{tenant_id}/staff/{staff_id}/location,update_location,app.engines.geo.router,TENANT_USER_MUTATION,update_location|require_mutation_access_scope|get_current_user|_svc|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- added and closed by Slice 2F-33: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (row 29); mixed-persona (technician self-report + tenant dispatcher-on-behalf) closed with require_mutation_access_scope (all admitted roles preserved) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-33): access_scope_gated=True; tenant_id path value verified against actor tenant via GeoService._require_trusted_tenant before the StaffLocation row is written; router-level staff-self-check preserved unchanged
POST,/v1/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.router,TENANT_USER_MUTATION,rotate_api_key|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (security module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; tenant_id Query value verified against actor tenant via SecurityService._require_trusted_tenant before the APIKey is rotated
POST,/v1/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.router,TENANT_USER_MUTATION,revoke_api_key|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (security module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; tenant_id Query value verified against actor tenant via SecurityService._require_trusted_tenant before the APIKey is revoked
POST,/v1/documents,generate_doc,app.engines.document.router,TENANT_USER_MUTATION,generate_doc|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (documents module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; body tenant_id verified against actor tenant via DocumentService._require_trusted_tenant before the document is created
POST,/v1/documents/{document_id}/send,send_for_signature,app.engines.document.router,TENANT_USER_MUTATION,send_for_signature|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (documents module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; query scoped by Document.tenant_id == actor_tenant_id; foreign/missing -> identical NotFoundException
POST,/v1/documents/{document_id}/void,void_document,app.engines.document.router,TENANT_USER_MUTATION,void_document|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (documents module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; query scoped by Document.tenant_id == actor_tenant_id; foreign/missing -> identical NotFoundException
DELETE,/v1/rag/knowledge-bases/{kb_id},delete_kb,app.engines.rag.router,TENANT_USER_MUTATION,delete_kb|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (rag module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; KB lookup scoped via RAGService._get_kb_trusted; foreign/missing -> identical NotFoundException
POST,/v1/rag/knowledge-bases/{kb_id}/documents,ingest_document,app.engines.rag.router,TENANT_USER_MUTATION,ingest_document|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (rag module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; KB lookup scoped via RAGService._get_kb_trusted; foreign/missing -> identical NotFoundException
DELETE,/v1/rag/documents/{doc_id},delete_document,app.engines.rag.router,TENANT_USER_MUTATION,delete_document|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (rag module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; query scoped by KBDocument.tenant_id == actor_tenant_id; foreign/missing -> identical NotFoundException
POST,/v1/rag/documents/{doc_id}/reindex,reindex_document,app.engines.rag.router,TENANT_USER_MUTATION,reindex_document|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- added and closed by Slice 2F-35: adjudicated TENANT_PROVIDER_MUTATION_ADD from the 2F-27a held registry (rag module); require_tenant_mutation_permission(TENANT_UPDATE) + service-layer server-derived tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-35): access_scope_gated=True; query scoped by KBDocument.tenant_id == actor_tenant_id; foreign/missing -> identical NotFoundException
POST,/v1/chat/conversations/{conversation_id}/messages,send_message,app.engines.chat.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope + _require_trusted_tenant + _require_participant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/inventory/tenants/{tenant_id}/items,create_item,app.engines.inventory.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/inventory/items/{item_id}/locations/{location_id}/receive,receive_stock,app.engines.inventory.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/inventory/reservations,create_reservation,app.engines.inventory.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/inventory/reservations/confirm,confirm_reservation,app.engines.inventory.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/inventory/reservations/release,release_reservation,app.engines.inventory.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/appointments/{appointment_id}/confirm,confirm_hold,app.engines.appointment.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope + _assert_appt_access (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/appointments/{appointment_id}/cancel,cancel_appointment,app.engines.appointment.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope + _assert_appt_access (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/appointments/{appointment_id}/reschedule,reschedule,app.engines.appointment.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope + _assert_appt_access (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/appointments/{appointment_id}/no-show,mark_no_show,app.engines.appointment.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _assert_appt_access (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/appointments/staff/{staff_id}/calendar/block,block_calendar,app.engines.appointment.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
DELETE,/v1/appointments/calendar/blocks/{block_id},unblock_calendar,app.engines.appointment.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + tenant ownership check on CalendarBlock (Slice 2F-36),SLICE_2F36_VERIFIED
PUT,/v1/appointments/staff/{staff_id}/working-hours,set_working_hours,app.engines.appointment.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/catalog,create_item,app.engines.service_catalog.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
PUT,/v1/catalog/{item_id},update_item,app.engines.service_catalog.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + tenant ownership check on ServiceCatalogItem (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/dispatch/jobs/{job_id}/dispatch,dispatch_job,app.engines.dispatch.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant + job.tenant_id cross-check (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/dispatch/jobs/{job_id}/reassign,reassign,app.engines.dispatch.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + tenant ownership check on DispatchRecord (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/ds/tenants/{tenant_id}/demand/recompute,trigger_recompute,app.engines.data_science.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/ds/tenants/{tenant_id}/pricing/apply,apply_pricing,app.engines.data_science.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
GET,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv,customer_ltv,app.engines.data_science.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- mutating GET (lazy-creates CustomerLTVScore); protected via require_mutation_access_scope + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/ds/tenants/{tenant_id}/customers/{customer_id}/ltv/recompute,recompute_ltv,app.engines.data_science.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- protected via require_mutation_access_scope + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
PUT,/v1/settings/tenants/{tenant_id}/{key},set_tenant,app.engines.settings_engine.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
DELETE,/v1/settings/tenants/{tenant_id}/{key},delete_tenant,app.engines.settings_engine.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
PUT,/v1/notifications/tenants/{tenant_id}/channels/{channel},set_channel,app.engines.notification.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + _require_trusted_tenant (Slice 2F-36),SLICE_2F36_VERIFIED
POST,/v1/pricing/tenants/{tenant_id}/prices/set,set_tenant_price,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + PricingService._require_trusted_tenant (Slice 2F-37),SLICE_2F37_VERIFIED
PUT,/v1/pricing/tenants/{tenant_id}/brand-adjustment,set_brand_adj,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + PricingService._require_trusted_tenant (Slice 2F-37),SLICE_2F37_VERIFIED
POST,/v1/pricing/tenants/{tenant_id}/zones,create_zone,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + PricingService._require_trusted_tenant (Slice 2F-37),SLICE_2F37_VERIFIED
PUT,/v1/pricing/tenants/{tenant_id}/zones/{zone_id},update_zone,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- protected via require_tenant_mutation_permission + tenant ownership check on ZoneSurcharge, previously ZERO tenant scoping (Slice 2F-37)",SLICE_2F37_VERIFIED
DELETE,/v1/pricing/tenants/{tenant_id}/zones/{zone_id},delete_zone,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- protected via require_tenant_mutation_permission + tenant ownership check on ZoneSurcharge, previously ZERO tenant scoping (Slice 2F-37)",SLICE_2F37_VERIFIED
POST,/v1/pricing/tenants/{tenant_id}/rules,create_rule,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- protected via require_tenant_mutation_permission + PricingService._require_trusted_tenant (Slice 2F-37),SLICE_2F37_VERIFIED
PUT,/v1/pricing/tenants/{tenant_id}/rules/{rule_id},update_rule,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- protected via require_tenant_mutation_permission + tenant ownership check on DynamicPricingRule, previously ZERO tenant scoping (Slice 2F-37)",SLICE_2F37_VERIFIED
DELETE,/v1/pricing/tenants/{tenant_id}/rules/{rule_id},delete_rule,app.engines.pricing.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"none -- protected via require_tenant_mutation_permission + tenant ownership check on DynamicPricingRule, previously ZERO tenant scoping (Slice 2F-37)",SLICE_2F37_VERIFIED
POST,/v1/pricing/compute,compute_price,app.engines.pricing.router,TENANT_MUTATION_ROLE_SCOPE_AWARE,require_mutation_access_scope,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- mixed persona (customer price-preview across providers); protected via require_mutation_access_scope (Slice 2F-37),SLICE_2F37_VERIFIED
POST,/v1/payments/tenants/{tenant_id}/payout,request_payout,app.engines.payment.router,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,require_tenant_mutation_permission,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,"tenant_id trust closed via require_tenant_mutation_permission + PaymentService._require_trusted_tenant (Slice 2F-37); amount remains client-supplied with no authoritative balance ledger to validate against -- open PRODUCT_DECISION_REQUIRED financial-integrity gap, see known-limitations.md",SLICE_2F37_VERIFIED_PRODUCT_POLICY_BLOCKED
