method,path,operation_id,requires_auth,primary_tag,summary
POST,/v1/admin/categories/{category_id}/dashboard-modules/{module_id}/enable,enable_module_v1_admin_categories__category_id__dashboard_modules__module_id__enable_post,True,Category Runtime,Enable module
POST,/v1/admin/categories/{category_id}/deactivate,deactivate_category_v1_admin_categories__category_id__deactivate_post,True,Category Runtime,Deactivate category
GET,/v1/admin/categories/{category_id}/engines,list_category_engines_v1_admin_categories__category_id__engines_get,True,Category Runtime,List category engines (runtime config)
POST,/v1/admin/categories/{category_id}/engines/{engine_id}/disable,disable_category_engine_v1_admin_categories__category_id__engines__engine_id__disable_post,True,Category Runtime,Disable engine for category
POST,/v1/admin/categories/{category_id}/engines/{engine_id}/enable,enable_category_engine_v1_admin_categories__category_id__engines__engine_id__enable_post,True,Category Runtime,Enable engine for category
POST,/v1/admin/categories/{category_id}/engines/{engine_id}/set-primary,set_primary_engine_v1_admin_categories__category_id__engines__engine_id__set_primary_post,True,Category Runtime,Set primary engine
GET,/v1/admin/categories/{category_id}/readiness,get_category_readiness_v1_admin_categories__category_id__readiness_get,True,Category Runtime,Get category readiness detail
GET,/v1/admin/categories/{category_id}/runtime,get_category_runtime_v1_admin_categories__category_id__runtime_get,True,Category Runtime,Get category runtime config
PUT,/v1/admin/categories/{category_id}/runtime,update_category_runtime_v1_admin_categories__category_id__runtime_put,True,Category Runtime,Update category runtime config
POST,/v1/admin/chat/messages/{message_id}/hide,admin_hide_message_v1_admin_chat_messages__message_id__hide_post,True,Admin Chat,Hide/moderate a chat message (admin)
GET,/v1/admin/chat/threads,admin_list_threads_v1_admin_chat_threads_get,True,Admin Chat,List all chat threads (admin)
GET,/v1/admin/chat/threads/{thread_id},admin_get_thread_v1_admin_chat_threads__thread_id__get,True,Admin Chat,Get thread (admin)
POST,/v1/admin/chat/threads/{thread_id}/close,admin_close_thread_v1_admin_chat_threads__thread_id__close_post,True,Admin Chat,Close a chat thread (admin)
GET,/v1/admin/chat/threads/{thread_id}/messages,admin_list_messages_v1_admin_chat_threads__thread_id__messages_get,True,Admin Chat,List messages (admin)
POST,/v1/admin/chat/threads/{thread_id}/messages,admin_send_message_v1_admin_chat_threads__thread_id__messages_post,True,Admin Chat,Admin send message
GET,/v1/admin/checklists,list_checklist_items_v1_admin_checklists_get,True,Checklists,List Checklist Items
POST,/v1/admin/checklists,create_checklist_item_v1_admin_checklists_post,True,Checklists,Create Checklist Item
POST,/v1/admin/checklists/seed-defaults,seed_default_checklists_v1_admin_checklists_seed_defaults_post,True,Checklists,Seed Default Checklists
GET,/v1/admin/checklists/{item_id},get_checklist_item_v1_admin_checklists__item_id__get,True,Checklists,Get Checklist Item
PUT,/v1/admin/checklists/{item_id},update_checklist_item_v1_admin_checklists__item_id__put,True,Checklists,Update Checklist Item
POST,/v1/admin/checklists/{item_id}/archive,archive_checklist_item_v1_admin_checklists__item_id__archive_post,True,Checklists,Archive Checklist Item
POST,/v1/admin/checklists/{item_id}/disable,disable_checklist_item_v1_admin_checklists__item_id__disable_post,True,Checklists,Disable Checklist Item
POST,/v1/admin/checklists/{item_id}/enable,enable_checklist_item_v1_admin_checklists__item_id__enable_post,True,Checklists,Enable Checklist Item
GET,/v1/admin/coaching-appointments/{appointment_id}/execution-timeline,admin_timeline_v1_admin_coaching_appointments__appointment_id__execution_timeline_get,True,Sprint21-Admin-Coaching,Admin Timeline
GET,/v1/admin/coaching/appointment-drafts,admin_list_drafts_v1_admin_coaching_appointment_drafts_get,True,Admin Coaching Appointment Drafts,Admin List Drafts
GET,/v1/admin/coaching/appointment-drafts/{draft_id},admin_get_draft_v1_admin_coaching_appointment_drafts__draft_id__get,True,Admin Coaching Appointment Drafts,Admin Get Draft
GET,/v1/admin/coaching/appointment-drafts/{draft_id}/events,admin_get_draft_events_v1_admin_coaching_appointment_drafts__draft_id__events_get,True,Admin Coaching Appointment Drafts,Admin Get Draft Events
GET,/v1/admin/coaching/appointment-slot-holds,admin_list_slot_holds_v1_admin_coaching_appointment_slot_holds_get,True,Admin Coaching Appointment Drafts,Admin List Slot Holds
GET,/v1/admin/commission-records,admin_list_commissions_v1_admin_commission_records_get,True,admin-commission,Admin List Commissions
GET,/v1/admin/commission-records/{commission_id},admin_get_commission_v1_admin_commission_records__commission_id__get,True,admin-commission,Admin Get Commission
POST,/v1/admin/commission-records/{commission_id}/retry,admin_retry_commission_v1_admin_commission_records__commission_id__retry_post,True,admin-commission,Admin Retry Commission
POST,/v1/admin/commission-records/{commission_id}/reverse,admin_reverse_commission_v1_admin_commission_records__commission_id__reverse_post,True,admin-commission,Admin Reverse Commission
GET,/v1/admin/complaint-policies,list_policies_v1_admin_complaint_policies_get,True,admin-complaint-policies,List Policies
POST,/v1/admin/complaint-policies,create_policy_v1_admin_complaint_policies_post,True,admin-complaint-policies,Create Policy
PUT,/v1/admin/complaint-policies/{policy_id},update_policy_v1_admin_complaint_policies__policy_id__put,True,admin-complaint-policies,Update Policy
GET,/v1/admin/complaints,list_complaints_v1_admin_complaints_get,True,admin-complaints,List Complaints
GET,/v1/admin/complaints/list,list_complaints_enterprise_v1_admin_complaints_list_get,True,admin-complaints,List Complaints Enterprise
GET,/v1/admin/complaints/summary,complaints_summary_v1_admin_complaints_summary_get,True,admin-complaints,Complaints Summary
GET,/v1/admin/complaints/{complaint_id},get_complaint_v1_admin_complaints__complaint_id__get,True,admin-complaints,Get Complaint
GET,/v1/admin/complaints/{complaint_id}/ai-session,get_ai_session_v1_admin_complaints__complaint_id__ai_session_get,True,admin-complaints,Get Ai Session
POST,/v1/admin/complaints/{complaint_id}/assign,assign_complaint_v1_admin_complaints__complaint_id__assign_post,True,admin-complaints,Assign Complaint
POST,/v1/admin/complaints/{complaint_id}/close,close_complaint_v1_admin_complaints__complaint_id__close_post,True,admin-complaints,Close Complaint
GET,/v1/admin/complaints/{complaint_id}/events,list_events_v1_admin_complaints__complaint_id__events_get,True,admin-complaints,List Events
POST,/v1/admin/complaints/{complaint_id}/finalize-settlement,finalize_settlement_v1_admin_complaints__complaint_id__finalize_settlement_post,True,admin-complaints,Finalize Settlement
POST,/v1/admin/complaints/{complaint_id}/messages,admin_add_message_v1_admin_complaints__complaint_id__messages_post,True,admin-complaints,Admin Add Message
GET,/v1/admin/complaints/{complaint_id}/messages,list_messages_v1_admin_complaints__complaint_id__messages_get,True,admin-complaints,List Messages
POST,/v1/admin/complaints/{complaint_id}/priority,change_priority_v1_admin_complaints__complaint_id__priority_post,True,admin-complaints,Change Priority
POST,/v1/admin/complaints/{complaint_id}/propose-resolution,propose_resolution_v1_admin_complaints__complaint_id__propose_resolution_post,True,admin-complaints,Propose Resolution
POST,/v1/admin/complaints/{complaint_id}/reject,reject_complaint_v1_admin_complaints__complaint_id__reject_post,True,admin-complaints,Reject Complaint
POST,/v1/admin/complaints/{complaint_id}/request-provider-response,request_provider_response_v1_admin_complaints__complaint_id__request_provider_response_post,True,admin-complaints,Request Provider Response
GET,/v1/admin/complaints/{complaint_id}/resolutions,list_resolutions_v1_admin_complaints__complaint_id__resolutions_get,True,admin-complaints,List Resolutions
POST,/v1/admin/complaints/{complaint_id}/resolve,resolve_complaint_v1_admin_complaints__complaint_id__resolve_post,True,admin-complaints,Resolve Complaint
POST,/v1/admin/complaints/{complaint_id}/settlement-proposals,create_admin_settlement_proposal_v1_admin_complaints__complaint_id__settlement_proposals_post,True,admin-complaints,Create Admin Settlement Proposal
GET,/v1/admin/complaints/{complaint_id}/settlement-proposals,list_settlement_proposals_v1_admin_complaints__complaint_id__settlement_proposals_get,True,admin-complaints,List Settlement Proposals
POST,/v1/admin/complaints/{complaint_id}/start-ai-settlement,start_ai_settlement_v1_admin_complaints__complaint_id__start_ai_settlement_post,True,admin-complaints,Start Ai Settlement
GET,/v1/admin/complaints/{complaint_id}/timeline,get_complaint_timeline_v1_admin_complaints__complaint_id__timeline_get,True,admin-complaints,Get Complaint Timeline
GET,/v1/admin/compliance/audit-trail,audit_trail_v1_admin_compliance_audit_trail_get,True,Compliance Admin,Platform-wide compliance audit trail
GET,/v1/admin/compliance/consents,list_consents_v1_admin_compliance_consents_get,True,Compliance Admin,List all consent records across all subjects
POST,/v1/admin/compliance/consents/{user_id}/revoke,revoke_consent_v1_admin_compliance_consents__user_id__revoke_post,True,Compliance Admin,Admin revoke / withdraw consent for a user + type
GET,/v1/admin/compliance/dpdp/action-queue,get_action_queue_v1_admin_compliance_dpdp_action_queue_get,True,Compliance Admin,"Pending compliance action queue, prioritized by SLA risk"
GET,/v1/admin/compliance/dpdp/evidence-packs,list_evidence_packs_v1_admin_compliance_dpdp_evidence_packs_get,True,Compliance Admin,List generated evidence packs
GET,/v1/admin/compliance/dpdp/health,get_health_v1_admin_compliance_dpdp_health_get,True,Compliance Admin,Compliance health score with top risks and recommendations
GET,/v1/admin/compliance/dpdp/legal-holds,list_legal_holds_v1_admin_compliance_dpdp_legal_holds_get,True,Compliance Admin,List legal holds
POST,/v1/admin/compliance/dpdp/legal-holds,apply_legal_hold_v1_admin_compliance_dpdp_legal_holds_post,True,Compliance Admin,Apply a legal hold to a data subject — blocks erasure
POST,/v1/admin/compliance/dpdp/legal-holds/{hold_id}/release,release_legal_hold_v1_admin_compliance_dpdp_legal_holds__hold_id__release_post,True,Compliance Admin,Release a legal hold — reason required
GET,/v1/admin/compliance/exports,list_exports_v1_admin_compliance_exports_get,True,Compliance Admin,List all compliance data exports
GET,/v1/admin/compliance/exports/{export_id},get_export_v1_admin_compliance_exports__export_id__get,True,Compliance Admin,Get export detail
POST,/v1/admin/compliance/exports/{export_id}/expire,expire_export_v1_admin_compliance_exports__export_id__expire_post,True,Compliance Admin,Manually expire an export file
POST,/v1/admin/compliance/jobs/run,run_compliance_jobs_v1_admin_compliance_jobs_run_post,True,Compliance Admin,Manually trigger compliance SLA job (sla_check + expire_exports)
POST,/v1/admin/compliance/jobs/run-expire-exports,run_expire_exports_only_v1_admin_compliance_jobs_run_expire_exports_post,True,Compliance Admin,Manually trigger export expiry only
POST,/v1/admin/compliance/jobs/run-sla,run_sla_check_only_v1_admin_compliance_jobs_run_sla_post,True,Compliance Admin,Manually trigger SLA check only
GET,/v1/admin/compliance/overview,get_overview_v1_admin_compliance_overview_get,True,Compliance Admin,Alias for summary — compliance overview
GET,/v1/admin/compliance/requests,list_requests_v1_admin_compliance_requests_get,True,Compliance Admin,List enterprise compliance requests with filters
POST,/v1/admin/compliance/requests,create_request_v1_admin_compliance_requests_post,True,Compliance Admin,Admin creates a compliance request on behalf of a data subject
GET,/v1/admin/compliance/requests/{request_id},get_request_v1_admin_compliance_requests__request_id__get,True,Compliance Admin,Get enterprise request detail with items and audit trail
POST,/v1/admin/compliance/requests/{request_id}/apply-exemption,apply_exemption_v1_admin_compliance_requests__request_id__apply_exemption_post,True,Compliance Admin,Apply a legal/statutory exemption to a specific request item
POST,/v1/admin/compliance/requests/{request_id}/approve,approve_request_v1_admin_compliance_requests__request_id__approve_post,True,Compliance Admin,Approve (or partially approve) a compliance request
POST,/v1/admin/compliance/requests/{request_id}/assign,assign_request_v1_admin_compliance_requests__request_id__assign_post,True,Compliance Admin,Assign a compliance request to an admin owner
GET,/v1/admin/compliance/requests/{request_id}/audit,get_request_audit_v1_admin_compliance_requests__request_id__audit_get,True,Compliance Admin,Audit trail for a specific compliance request
GET,/v1/admin/compliance/requests/{request_id}/data-map,get_data_map_v1_admin_compliance_requests__request_id__data_map_get,True,Compliance Admin,Affected data map for a compliance request
POST,/v1/admin/compliance/requests/{request_id}/escalate,escalate_request_v1_admin_compliance_requests__request_id__escalate_post,True,Compliance Admin,Escalate a compliance request to critical priority
POST,/v1/admin/compliance/requests/{request_id}/generate-evidence-pack,generate_evidence_pack_v1_admin_compliance_requests__request_id__generate_evidence_pack_post,True,Compliance Admin,Generate a full evidence/audit package for a request
POST,/v1/admin/compliance/requests/{request_id}/process,process_request_v1_admin_compliance_requests__request_id__process_post,True,Compliance Admin,Execute the approved compliance request
POST,/v1/admin/compliance/requests/{request_id}/refresh-data-map,refresh_data_map_v1_admin_compliance_requests__request_id__refresh_data_map_post,True,Compliance Admin,Re-scan and refresh the affected data map
POST,/v1/admin/compliance/requests/{request_id}/reject,reject_request_v1_admin_compliance_requests__request_id__reject_post,True,Compliance Admin,Reject a compliance request — rejection reason required
POST,/v1/admin/compliance/requests/{request_id}/scan-data,scan_data_v1_admin_compliance_requests__request_id__scan_data_post,True,Compliance Admin,Scan data modules and create request inventory items
POST,/v1/admin/compliance/requests/{request_id}/verify-identity,verify_identity_v1_admin_compliance_requests__request_id__verify_identity_post,True,Compliance Admin,Mark identity as verified for this request
GET,/v1/admin/compliance/retention-policies,list_retention_v1_admin_compliance_retention_policies_get,True,Compliance Admin,List all data retention policies
POST,/v1/admin/compliance/retention-policies,create_retention_v1_admin_compliance_retention_policies_post,True,Compliance Admin,Create or update a retention policy
PUT,/v1/admin/compliance/retention-policies/{table_name},update_retention_v1_admin_compliance_retention_policies__table_name__put,True,Compliance Admin,Update retention policy for a specific table
