method,path,endpoint,module,behaviour,db_writes,external_effects,audit_effects
GET,/v1/admin/compliance/exports/{export_id},get_export,app.engines.compliance.admin_router,READ_ONLY,,,
POST,/v1/admin/compliance/exports/{export_id}/expire,expire_export,app.engines.compliance.admin_router,DATABASE_MUTATION,add|flush|raw_sql,,_audit
GET,/v1/admin/compliance/retention-policies,list_retention,app.engines.compliance.admin_router,READ_ONLY,,,
POST,/v1/admin/compliance/retention-policies,create_retention,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,
PUT,/v1/admin/compliance/retention-policies/{table_name},update_retention,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,
GET,/v1/admin/compliance/audit-trail,audit_trail,app.engines.compliance.admin_router,READ_ONLY,,,
POST,/v1/admin/compliance/jobs/run,run_compliance_jobs,app.engines.compliance.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/compliance/jobs/run-sla,run_sla_check_only,app.engines.compliance.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/compliance/jobs/run-expire-exports,run_expire_exports_only,app.engines.compliance.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/compliance/dpdp/health,get_health,app.engines.compliance.admin_router,HEALTH_OR_DIAGNOSTIC,,,
GET,/v1/admin/compliance/dpdp/action-queue,get_action_queue,app.engines.compliance.admin_router,READ_ONLY,,,
POST,/v1/admin/compliance/requests/{request_id}/assign,assign_request,app.engines.compliance.admin_router,DATABASE_MUTATION,add|flush|raw_sql,,_audit
POST,/v1/admin/compliance/requests/{request_id}/escalate,escalate_request,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit
GET,/v1/admin/compliance/requests/{request_id}/data-map,get_data_map,app.engines.compliance.admin_router,MUTATING_GET,add|delete|flush,,_audit
POST,/v1/admin/compliance/requests/{request_id}/refresh-data-map,refresh_data_map,app.engines.compliance.admin_router,DATABASE_MUTATION,add|delete|flush|raw_sql,,_audit
GET,/v1/admin/compliance/dpdp/legal-holds,list_legal_holds,app.engines.compliance.admin_router,READ_ONLY,,,
POST,/v1/admin/compliance/dpdp/legal-holds,apply_legal_hold,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit
POST,/v1/admin/compliance/dpdp/legal-holds/{hold_id}/release,release_legal_hold,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit
POST,/v1/admin/compliance/requests/{request_id}/generate-evidence-pack,generate_evidence_pack,app.engines.compliance.admin_router,DATABASE_MUTATION,add|raw_sql,,_audit
GET,/v1/admin/compliance/dpdp/evidence-packs,list_evidence_packs,app.engines.compliance.admin_router,READ_ONLY,,,
GET,/v1/me/compliance/requests,list_my_requests,app.engines.compliance.customer_router,MUTATING_GET,add|commit,,
POST,/v1/me/compliance/requests,create_my_request,app.engines.compliance.customer_router,DATABASE_MUTATION,add|commit|flush|raw_sql,,_audit
GET,/v1/me/compliance/requests/{request_id},get_my_request,app.engines.compliance.customer_router,MUTATING_GET,add|commit,,
POST,/v1/me/compliance/requests/{request_id}/cancel,cancel_my_request,app.engines.compliance.customer_router,DATABASE_MUTATION,add|commit,,
POST,/v1/me/compliance/requests/{request_id}/add-note,add_my_note,app.engines.compliance.customer_router,DATABASE_MUTATION,add|commit,,
GET,/v1/me/compliance/consents,list_my_consents,app.engines.compliance.customer_router,READ_ONLY,,,
POST,/v1/me/compliance/consents/{consent_type}/withdraw,withdraw_my_consent,app.engines.compliance.customer_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
GET,/v1/me/compliance/exports/{export_id}/download,download_my_export,app.engines.compliance.customer_router,MUTATING_GET,add|commit,,
GET,/v1/provider/compliance/summary,get_summary,app.engines.compliance.provider_router,READ_ONLY,,,
GET,/v1/provider/compliance/requests,list_my_requests,app.engines.compliance.provider_router,READ_ONLY,,,
POST,/v1/provider/compliance/requests,create_my_request,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|flush|raw_sql,,_audit
GET,/v1/provider/compliance/requests/{request_id},get_my_request,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
POST,/v1/provider/compliance/requests/{request_id}/cancel,cancel_my_request,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
POST,/v1/provider/compliance/requests/{request_id}/generate-export,generate_export,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/exports,list_exports,app.engines.compliance.provider_router,READ_ONLY,,,
GET,/v1/provider/compliance/exports/{export_id},get_export,app.engines.compliance.provider_router,READ_ONLY,,,
GET,/v1/provider/compliance/exports/{export_id}/download,download_export,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/consents,list_consents,app.engines.compliance.provider_router,READ_ONLY,,,
POST,/v1/provider/compliance/consents/{consent_type}/withdraw,withdraw_consent,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/staff-requests,list_staff_requests,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/staff-requests/{request_id},get_staff_request,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
POST,/v1/provider/compliance/staff-requests/{request_id}/tenant-response,staff_tenant_response,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/customer-requests,list_customer_requests,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
GET,/v1/provider/compliance/customer-requests/{request_id},get_customer_request,app.engines.compliance.provider_router,MUTATING_GET,add|commit|raw_sql,,_audit
POST,/v1/provider/compliance/customer-requests/{request_id}/tenant-response,customer_tenant_response,app.engines.compliance.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,_audit
GET,/v1/admin/engines/summary,get_summary,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines,list_engines,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines,create_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/admin/engines/category-matrix/templates,list_category_matrix_templates,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/category-matrix,get_category_matrix,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/category-matrix/export,export_category_matrix,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/category-matrix/{category_id},get_category_matrix_detail,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/category-matrix/{category_id}/summary,get_category_matrix_summary,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines/category-matrix/{category_id}/seed-defaults/preview,seed_category_defaults_preview,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/engines/category-matrix/{category_id}/seed-defaults,seed_category_defaults,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/enable-preview,enable_category_engine_preview,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/disable-preview,disable_category_engine_preview,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/enable,enable_category_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/disable,disable_category_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/mark-required,mark_category_engine_required,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/mark-optional,mark_category_engine_optional,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/packages,category_engine_package_usage,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/tenant-impact,category_engine_tenant_impact,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/dependencies/graph,get_dependency_graph,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines/dependencies/validate,validate_dependencies,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/engines/dependencies,list_all_dependencies,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/package-entitlements,get_package_entitlements_all,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/package-entitlements/{package_id},get_package_entitlements,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines/package-entitlements/{package_id}/engines/{engine_key}/include,include_package_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/package-entitlements/{package_id}/engines/{engine_key}/remove,remove_package_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/package-entitlements/{package_id}/preview-impact,package_entitlement_impact,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/engines/tenant-overrides,list_all_overrides,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/engines/tenant-overrides/{tenant_id},get_tenant_overrides,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines/tenant-overrides/{tenant_id},create_tenant_override,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/engines/tenant-overrides/{tenant_id}/{override_id}/revoke,revoke_tenant_override,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/engines/health,get_health_overview,app.engines.engine_mgmt.admin_router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/admin/engines/health/check-all,run_all_health_checks,app.engines.engine_mgmt.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit,,_audit
GET,/v1/admin/engines/permissions,list_all_permissions,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
PUT,/v1/admin/engines/permissions/{permission_id},update_permission,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/engines/audit-logs,list_audit_logs,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
POST,/v1/admin/engines/resolve-access-preview,resolve_access_preview,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/engines/{engine_key},get_engine,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
PUT,/v1/admin/engines/{engine_key},update_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/{engine_key}/impact-preview,impact_preview,app.engines.engine_mgmt.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/engines/{engine_key}/enable,enable_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/{engine_key}/disable,disable_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/engines/{engine_key}/health/check,run_health_check,app.engines.engine_mgmt.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit,,_audit
GET,/v1/admin/engines/{engine_key}/health,get_engine_health,app.engines.engine_mgmt.admin_router,HEALTH_OR_DIAGNOSTIC,,,
GET,/v1/admin/engines/{engine_key}/permissions,get_engine_permissions,app.engines.engine_mgmt.admin_router,READ_ONLY,,,
GET,/v1/admin/trust-quality/badges/definitions,list_badge_definitions,app.engines.trust_quality.admin_router,READ_ONLY,,,
POST,/v1/admin/trust-quality/badges/definitions,create_badge_definition,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
PUT,/v1/admin/trust-quality/badges/definitions/{badge_id},update_badge_definition,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/trust-quality/badge-rules,list_badge_rules,app.engines.trust_quality.admin_router,READ_ONLY,,,
GET,/v1/admin/trust-quality/badge-rules/{rule_id},get_badge_rule,app.engines.trust_quality.admin_router,READ_ONLY,,,
POST,/v1/admin/trust-quality/badge-rules,create_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
PUT,/v1/admin/trust-quality/badge-rules/{rule_id},update_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|delete|flush,,_audit
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/activate,activate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/deactivate,deactivate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/simulate,simulate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit,,_audit
GET,/v1/admin/trust-quality/badges/earned,list_earned_badges,app.engines.trust_quality.admin_router,READ_ONLY,,,
POST,/v1/admin/trust-quality/badges/manual-award,manual_award_badge,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/trust-quality/badges/{assignment_id}/revoke,revoke_badge,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit,,_audit
POST,/v1/admin/trust-quality/recalculate/badges,recalculate_badges,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/admin/trust-quality/health-rules,list_health_formulas,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,,,
GET,/v1/admin/trust-quality/health-rules/{formula_id},get_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,,,
POST,/v1/admin/trust-quality/health-rules,create_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit|flush,,_audit
PUT,/v1/admin/trust-quality/health-rules/{formula_id},update_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit|delete|flush,,_audit
POST,/v1/admin/trust-quality/health-rules/{formula_id}/activate,activate_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit,,_audit
POST,/v1/admin/trust-quality/health-rules/{formula_id}/deactivate,deactivate_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit,,_audit
POST,/v1/admin/trust-quality/health-rules/{formula_id}/simulate,simulate_health_formula,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit,,_audit
POST,/v1/admin/trust-quality/recalculate/health,recalculate_health,app.engines.trust_quality.admin_router,HEALTH_OR_DIAGNOSTIC,add|commit|flush,,_audit
POST,/v1/admin/trust-quality/recalculate/risk,recalculate_risk,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/trust-quality/recalculate/all,recalculate_run_job,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/admin/trust-quality/recalculation-jobs,list_recalculation_jobs,app.engines.trust_quality.admin_router,READ_ONLY,,,
POST,/v1/admin/trust-quality/seed-defaults/preview,seed_defaults_preview,app.engines.trust_quality.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/trust-quality/seed-defaults,seed_defaults,app.engines.trust_quality.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/admin/trust-quality/audit-logs,list_audit_logs,app.engines.trust_quality.admin_router,READ_ONLY,,,
GET,/v1/provider/trust-quality/badges,my_badges,app.engines.trust_quality.provider_router,READ_ONLY,,,
GET,/v1/provider/trust-quality/staff/{staff_id}/badges,staff_badges,app.engines.trust_quality.provider_router,READ_ONLY,,,
GET,/v1/public/trust-quality/providers/{tenant_id}/badges,provider_public_badges,app.engines.trust_quality.public_router,READ_ONLY,,,
GET,/v1/admin/notifications/templates/summary,get_summary,app.engines.notification.admin_router,READ_ONLY,,,
GET,/v1/admin/notifications/templates,list_templates,app.engines.notification.admin_router,READ_ONLY,,,
POST,/v1/admin/notifications/templates,create_template,app.engines.notification.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/admin/notifications/templates/seed-defaults/preview,seed_defaults_preview,app.engines.notification.admin_router,READ_ONLY_POST,,,
POST,/v1/admin/notifications/templates/seed-defaults,seed_defaults,app.engines.notification.admin_router,DATABASE_MUTATION,add|commit|flush,,_audit
