method,path,endpoint,module,source_file,source_line,tags,deprecated,include_in_schema,dependencies,auth_dependencies,db_writes,external_effects,audit_effects,tenant_derivation
GET,/v1/tenants/onboarding/queue,list_onboarding_queue,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,128,Tenant Engine,False,True,list_onboarding_queue|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/tenants/onboarding/{request_id},get_onboarding_request,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,143,Tenant Engine,False,True,get_onboarding_request|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/tenants/onboarding/{request_id}/start-review,start_review,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,153,Tenant Engine,False,True,start_review|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/tenants/onboarding/{request_id}/request-documents,request_documents,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,164,Tenant Engine,False,True,request_documents|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
PUT,/v1/tenants/onboarding/{request_id}/checklist/{item_key},update_checklist,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,176,Tenant Engine,False,True,update_checklist|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,raw_sql,,,
POST,/v1/tenants/onboarding/{request_id}/preflight-check,preflight_check,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,189,Tenant Engine,False,True,preflight_check|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
POST,/v1/tenants/onboarding/{request_id}/activate,activate_tenant,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,200,Tenant Engine,False,True,activate_tenant|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,add|flush,,_audit|record_platform_audit,
POST,/v1/tenants/onboarding/{request_id}/reject,reject_onboarding,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,215,Tenant Engine,False,True,reject_onboarding|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/tenants,list_tenants,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,231,Tenant Engine,False,True,list_tenants|require_tenant_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/tenants/{tenant_id},get_tenant,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,248,Tenant Engine,False,True,get_tenant|require_tenant_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
PUT,/v1/tenants/{tenant_id},update_tenant,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,267,Tenant Engine,False,True,update_tenant|require_tenant_mutation_tenant_update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|raw_sql,,_audit|record_platform_audit,
GET,/v1/tenants/{tenant_id}/360,get_360_view,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,279,Tenant Engine,False,True,get_360_view|require_tenant_360_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/tenants/{tenant_id}/health,get_health_score,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,295,Tenant Engine,False,True,get_health_score|require_tenant_health_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/tenants/{tenant_id}/health/history,get_health_history,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,307,Tenant Engine,False,True,get_health_history|require_tenant_health_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/tenants/{tenant_id}/limits/check/{limit_type},check_limit,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,320,Tenant Engine,False,True,check_limit|require_tenant_read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/tenants/{tenant_id}/suspend,suspend_tenant,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,336,Tenant Engine,False,True,suspend_tenant|require_tenant_mutation_tenant_suspend|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,publish,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/reinstate,reinstate_tenant,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,350,Tenant Engine,False,True,reinstate_tenant|require_tenant_mutation_tenant_reinstate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/terminate/begin,begin_termination,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,366,Tenant Engine,False,True,begin_termination|require_tenant_mutation_tenant_terminate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/terminate/confirm,confirm_termination,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,379,Tenant Engine,False,True,confirm_termination|require_tenant_mutation_tenant_terminate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/plan/upgrade,upgrade_plan,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,391,Tenant Engine,False,True,upgrade_plan|require_tenant_mutation_tenant_plan_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/plan/downgrade,downgrade_plan,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,407,Tenant Engine,False,True,downgrade_plan|require_tenant_mutation_tenant_plan_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/trial/convert,convert_trial,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,420,Tenant Engine,False,True,convert_trial|require_tenant_mutation_tenant_plan_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
GET,/v1/tenants/{tenant_id}/engines,list_engines,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,436,Tenant Engine,False,True,list_engines|require_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/enable,enable_engine,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,448,Tenant Engine,False,True,enable_engine|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/disable,disable_engine,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,460,Tenant Engine,False,True,disable_engine|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/engines/bulk-enable,bulk_enable,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,472,Tenant Engine,False,True,bulk_enable|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit,
POST,/v1/tenants/{tenant_id}/engines/bulk-disable,bulk_disable,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,485,Tenant Engine,False,True,bulk_disable|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,_audit,
GET,/v1/tenants/{tenant_id}/engines/{engine_id}/config,get_engine_config,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,498,Tenant Engine,False,True,get_engine_config|require_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
PUT,/v1/tenants/{tenant_id}/engines/{engine_id}/config,update_engine_config,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,510,Tenant Engine,False,True,update_engine_config|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|raw_sql,,_audit|record_platform_audit,
POST,/v1/tenants/{tenant_id}/engines/{engine_id}/config/validate,validate_engine_config,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,523,Tenant Engine,False,True,validate_engine_config|require_tenant_mutation_tenant_engines_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
GET,/v1/tenants/{tenant_id}/feature-flags,list_feature_flags,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,540,Tenant Engine,False,True,list_feature_flags|require_tenant_flags_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,,,,
PUT,/v1/tenants/{tenant_id}/feature-flags/{flag_key},set_feature_flag,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,552,Tenant Engine,False,True,set_feature_flag|require_tenant_mutation_tenant_flags_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add,,_audit|record_platform_audit,
DELETE,/v1/tenants/{tenant_id}/feature-flags/{flag_key},delete_feature_flag,app.engines.tenant_engine.router,app\engines\tenant_engine\router.py,565,Tenant Engine,False,True,delete_feature_flag|require_tenant_mutation_tenant_flags_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc_with_actor|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|get_current_user,add|delete,,_audit|record_platform_audit,
