method,path,endpoint,module,behaviour,persona,auth_dependencies,db_writes,external_effects
POST,/v1/provider/compliance/requests/{request_id}/generate-export,generate_export,app.engines.compliance.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|raw_sql,
GET,/v1/provider/compliance/exports/{export_id}/download,download_export,app.engines.compliance.provider_router,MUTATING_GET,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|raw_sql,
POST,/v1/provider/compliance/consents/{consent_type}/withdraw,withdraw_consent,app.engines.compliance.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user|require_technician|get_current_user,add|commit|raw_sql,
GET,/v1/provider/compliance/staff-requests,list_staff_requests,app.engines.compliance.provider_router,MUTATING_GET,TENANT_PROVIDER_MUTATION,require_tenant_owner|get_current_user,add|commit|raw_sql,
GET,/v1/provider/compliance/staff-requests/{request_id},get_staff_request,app.engines.compliance.provider_router,MUTATING_GET,TENANT_PROVIDER_MUTATION,require_tenant_owner|get_current_user|require_technician|get_current_user,add|commit|raw_sql,
POST,/v1/provider/compliance/staff-requests/{request_id}/tenant-response,staff_tenant_response,app.engines.compliance.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|raw_sql,
GET,/v1/provider/compliance/customer-requests,list_customer_requests,app.engines.compliance.provider_router,MUTATING_GET,TENANT_PROVIDER_MUTATION,require_tenant_owner|get_current_user,add|commit|raw_sql,
GET,/v1/provider/compliance/customer-requests/{request_id},get_customer_request,app.engines.compliance.provider_router,MUTATING_GET,TENANT_PROVIDER_MUTATION,require_tenant_owner|get_current_user,add|commit|raw_sql,
POST,/v1/provider/compliance/customer-requests/{request_id}/tenant-response,customer_tenant_response,app.engines.compliance.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|raw_sql,
POST,/v1/admin/engines,create_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/engines/category-matrix/{category_id}/seed-defaults,seed_category_defaults,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/enable,enable_category_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/disable,disable_category_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/mark-required,mark_category_engine_required,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/category-matrix/{category_id}/engines/{engine_key}/mark-optional,mark_category_engine_optional,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/package-entitlements/{package_id}/engines/{engine_key}/include,include_package_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/package-entitlements/{package_id}/engines/{engine_key}/remove,remove_package_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/tenant-overrides/{tenant_id},create_tenant_override,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/engines/tenant-overrides/{tenant_id}/{override_id}/revoke,revoke_tenant_override,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
PUT,/v1/admin/engines/permissions/{permission_id},update_permission,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
PUT,/v1/admin/engines/{engine_key},update_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/{engine_key}/enable,enable_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/engines/{engine_key}/disable,disable_engine,app.engines.engine_mgmt.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/trust-quality/badges/definitions,create_badge_definition,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
PUT,/v1/admin/trust-quality/badges/definitions/{badge_id},update_badge_definition,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/trust-quality/badge-rules,create_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
PUT,/v1/admin/trust-quality/badge-rules/{rule_id},update_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|delete|flush,
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/activate,activate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/deactivate,deactivate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/trust-quality/badge-rules/{rule_id}/simulate,simulate_badge_rule,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/trust-quality/badges/manual-award,manual_award_badge,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/trust-quality/badges/{assignment_id}/revoke,revoke_badge,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/trust-quality/recalculate/badges,recalculate_badges,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/trust-quality/recalculate/risk,recalculate_risk,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/trust-quality/recalculate/all,recalculate_run_job,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/trust-quality/seed-defaults,seed_defaults,app.engines.trust_quality.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/notifications/templates,create_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/notifications/templates/seed-defaults,seed_defaults,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
PUT,/v1/admin/notifications/templates/{template_id},update_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/notifications/templates/{template_id}/activate,activate_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/notifications/templates/{template_id}/deactivate,deactivate_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/notifications/templates/{template_id}/archive,archive_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
DELETE,/v1/admin/notifications/templates/{template_id},delete_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|delete,
POST,/v1/admin/notifications/templates/{template_id}/clone,clone_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/notifications/templates/{template_id}/create-override,create_override,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/notifications/templates/{template_id}/render-preview,render_preview,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/notifications/templates/{template_id}/test-send,test_send,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/notifications/templates/{template_id}/rollback,rollback_template,app.engines.notification.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/finance/disputes/{dispute_id}/settlements,create_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/finance/settlements/{settlement_id}/approve,approve_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/finance/settlements/{settlement_id}/execute,execute_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/finance/settlements/{settlement_id}/cancel,cancel_settlement,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/finance/customers/{customer_id}/credits,issue_manual_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/finance/credits/{credit_id}/cancel,cancel_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/finance/credits/{credit_id}/extend,extend_credit,app.engines.customer_credits.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/me/credits/apply,apply_credit_to_booking,app.engines.customer_credits.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit,
POST,/v1/security/api-keys,create_api_key,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/security/api-keys/verify,verify_api_key,app.engines.security.router,DATABASE_MUTATION,PUBLIC_OR_UNAUTHENTICATED_MUTATION,NONE,add|flush,
POST,/v1/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/security/blocklist,block_ip,app.engines.security.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush|raw_sql,
DELETE,/v1/security/blocklist/{ip_or_cidr},unblock_ip,app.engines.security.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|raw_sql,
POST,/v1/security/activity/record,record_activity,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/security/audit-log,write_audit,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/security/sessions,create_session,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/security/sessions/users/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|raw_sql,
POST,/v1/admin/security/threats/{threat_id}/assign,assign_threat,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/security/threats/{threat_id}/status,update_threat_status,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/admin/security/threats/{threat_id}/block-ip,block_ip_from_threat,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/admin/security/threats/{threat_id}/revoke-sessions,revoke_sessions_from_threat,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/security/sessions/{session_id}/revoke,revoke_session,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|raw_sql,
POST,/v1/admin/security/sessions/user/{user_id}/revoke-all,revoke_all_sessions,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/security/ip-blocklist,create_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush,
PATCH,/v1/admin/security/ip-blocklist/{entry_id},update_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/admin/security/ip-blocklist/{entry_id}/revoke,revoke_ip_block,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,,
POST,/v1/admin/security/api-keys,create_api_key,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/admin/security/api-keys/{key_id}/rotate,rotate_api_key,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|flush|raw_sql,
POST,/v1/admin/security/api-keys/{key_id}/revoke,revoke_api_key,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,add|raw_sql,
PATCH,/v1/admin/security/policies/{policy_key},update_policy,app.engines.security.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user|get_current_user,raw_sql,
POST,/v1/reviews/{review_id}/flag,flag_review,app.engines.review.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add,
POST,/v1/reviews/{review_id}/resolve,resolve_flag,app.engines.review.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add,
POST,/v1/reviews/requests,create_request,app.engines.review.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/chat/conversations,create_conversation,app.engines.chat.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/chat/conversations/{conversation_id}/messages,send_message,app.engines.chat.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/webhooks/endpoints,create_endpoint,app.engines.webhook.router,DATABASE_MUTATION,TRUSTED_CALLBACK_OR_WEBHOOK_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/webhooks/endpoints/{endpoint_id}/test,test_endpoint,app.engines.webhook.router,DATABASE_MUTATION,TRUSTED_CALLBACK_OR_WEBHOOK_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/webhooks/deliveries/{delivery_id}/replay,replay_delivery,app.engines.webhook.router,DATABASE_MUTATION,TRUSTED_CALLBACK_OR_WEBHOOK_MUTATION,get_current_user|get_current_user,add|flush,
POST,/v1/payments/orders,create_order,app.engines.payment.router,EXTERNAL_SIDE_EFFECT,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,,create_order
POST,/v1/payments/webhook,payment_webhook,app.engines.payment.router,DATABASE_MUTATION,PUBLIC_OR_UNAUTHENTICATED_MUTATION,NONE,add|flush,
POST,/v1/payments/{payment_id}/refund,create_refund,app.engines.payment.router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|flush,
POST,/v1/payments/invoices,generate_invoice,app.engines.payment.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user|get_current_user,add|flush,
